scu,jurisdiction,file,owner,latitude,longitude,address,county,pole height,pole height comment,primary power,primary power comment,secondary power,secondary power comment,fiber dist panel,fiber dist panel comment,ac load panel,ac load panel comment,street sign,street sign comment,shroud,shroud comment,antenna,antenna comment,analysis_id
469716,CHICAGO CITY,CHPH32251_469716_Elevation_As_Built_NAT_Redline.pdf,XXXX,"41' 47' 57.29"" N (41.799248)","87º 35' 02.84"" W (-87.584123)",5306 S. HYDE PARK BLVD ._,XXXX,,,,,,,23.5,,,,,,,,29.48,,6104d11af8892d9346eb475a
469718,CHICAGO CITY,CH3204BA_81LAB_Elevation_As_Built.pdf,XXXX,"41' 48' 52.98"" N (41.814718)","87 37' 00.64"" W (-87.616845)",4400 S. DR. MARTIN LUTHER KING JR. DR.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104daeef8892d9346eb47d2
469723,CHICAGO CITY,CHPH32289_SCU-469723_Redlines_Node.pdf,XXXX,"41' 49' 33.89"" N (41.826082)","87' 36' 29.13"" W (-87.608090)",3798 S. COTTAGE GROVE AVE.,XXXX,,,,,,,23.25,,,,,,23.5,,,,6104d7e1f8892d9346eb47ac
469726,CHICAGO CITY,CHPH32306_Elevation_As_Built-Node_NAT_Redline.pdf,XXXX,"41' 50' 37.28"" N (41.843688)","87 37' 13.81"" W (-87.620504)",2718 S. PRAIRIE AVE.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,30.0,,6104c481f8892d9346eb46bd
469727,CHICAGO CITY,CH3192BA_51LAB_Elevation_As_Built_NAT_Redline.pdf,XXXX,"41' 50' 23.92"" N (41.839978)","87 37' 18.69"" W (-87.621857)",2967 S. INDIANA AVE,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104c896f8892d9346eb46ee
469732,CHICAGO,CHPH32314_469732_NAT_Reviewed_Redline-Node.pdf,COMED,"41' 49' 24.11"" (41.823364)","-87 38' 28.08"" (-87.641134)",3900 S WALLACE ST,XXXX,,,36.08,,,,13.75,,11.53,,,,26.52,,,,6104db34f8892d9346eb47d5
469734,CHICAGO,CHPH32316_SCU-469734_NAT_Reviewed_Redline-Node.pdf,COMED,"41' 49' 39.16"" (41.827544)","-87 38' 24.72"" (-87.640201)",3648 S PARNELL AVE,XXXX,34.25,,34.58,,,,13.75,,11.53,,7.58,,13.02,,40.75,,6104d7fbf8892d9346eb47ad
469740,CHICAGO CITY,CHPH32324_SCU-469740_NAT_Reviewed_Redline-Node.pdf,XXXX,"41' 50' 16.59"" N (41.837942)","87 39' 29.94"" W (-87.658315)",1258 W. 31ST ST.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104d8bdf8892d9346eb47b7
469747,CHICAGO,CHPH30660_SCU-469747_Redline-Node.pdf,COMED,41.931614,-87.777778,2812 N MCVICKER AVE,XXXX,37.08,,,,,,15.92,,13.71,,,,23.44,,,,6104b1a0f8892d9346eb45ce
469751,CHICAGO,CH3179BA_11LAB_Elevation_As_Built-Node.pdf,COMED,41.932881,-87.770576,2859 N MENARD AVE,XXXX,33.67,,34.12,,29.67,,11.71,,9.52,,,,24.1,,,,6104cfe3f8892d9346eb4749
469754,CHICAGO,CHPH30671_SCU-469754_Redlines-Node.pdf,COMED,41.931789,-87.760101,5331 W WOLFRAM ST,XXXX,33.42,,33.79,,,,12.08,,9.9,,,,23.77,,,,6104c45cf8892d9346eb46bb
469757,CHICAGO CITY,CH2216BA_31LAB_Elevation_As_Built.pdf,XXXX,9999,9999,XXXX,XXXX,34.5,,,,,,23.5,,,,,,28.0,,,,6104bc6ff8892d9346eb4659
469760,CHICAGO,CHPH30906_469760_Redlines-Node.pdf,COMED,"41' 53' 52.60"" (41.897945)","-87 40' 22.10"" (-87.672807)",1812 W IOWA ST,XXXX,34.0,,34.33,,,,11.42,,9.78,,,,11.35,,40.5,,6104b8acf8892d9346eb462c
469769,CHICAGO,CH2216BA_41LAB_Elevation_NAT_Reviewed_As_Built.pdf,COMED,"41' 55' 47.97"" (41.929992)","-87 45' 30.82"" ( 87.785564)-",5254 W SCHUBERT AVE,XXXX,38.75,,38.58,,,,11.75,,13.64,,,,13.6,,45.0,,6104b036f8892d9346eb45bb
469776,CHICAGO,CH2211BA_21LAB_Elevation_As_Built-Node.pdf,COMED,9999,9999,XXXX,XXXX,37.67,,37.92,,,,12.33,,10.15,,,,24.44,,,,6104dbccf8892d9346eb47db
469778,CHICAGO,CH1469BA_21LAB_Elevation_As_Built.pdf,COMED,"41' 46' 32.12"" (41.775589)","-87 35' 20.46"" (-87.589017)",6546 S BLACKSTONE AVE,XXXX,33.58,,33.75,,,,11.58,,9.53,,,,10.77,,40.42,,6104d791f8892d9346eb47a8
469779,CHICAGO CITY,CH1469BA_31LAB_Elevation_As_Built.pdf,XXXX,9999,9999,XXXX,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104c4eaf8892d9346eb46c2
469781,CHICAGO,CHPH32265_SCU-469781_Redline-Node.pdf,COMED,"41' 48' 53.68"" (41.814911)","-87 36' 19.52"" (-87.605422)",831 E 44TH ST,XXXX,34.21,,33.33,,,,13.75,,11.0,,,,13.02,,40.33,,6104c12bf8892d9346eb4694
469784,CHICAGO,CHPH30680_SCU-469784_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,36.31,,34.96,,,,13.17,,15.1,,,,15.02,,40.5,,6104c8aff8892d9346eb46ef
469787,CHICAGO,CHPH30686_469787_Redlines-Node.pdf,COMED,"41' 56' 15.22"" (41.937562)","-87' 43' 00.30"" (-87.716749)",3554 W BARRY AVE,XXXX,33.17,,33.33,,29.17,,13.08,,10.86,,,,23.6,,,,6104b40bf8892d9346eb45ec
469789,CHICAGO,CHPH30736_469789_Redlines-Node.pdf,COMED,41.927919,-87.775598,5958 W WRIGHTWOOD AVE,XXXX,34.0,,,,,,12.42,,10.23,,,,24.44,,,,6104cd37f8892d9346eb4726
469790,CHICAGO,CHPH30737_SCU-469790_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,33.67,,34.0,,,,11.71,,9.52,,,,24.02,,,,6104ced1f8892d9346eb473b
469791,CHICAGO,CHPH30739_SCU-469791_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,34.0,,34.58,,,,13.42,,11.23,,,,24.46,,,,6104cc39f8892d9346eb4719
469793,CHICAGO,CHPH30742_SCU-469793_Redline-Node.pdf,COMED,"41' 55' 24.04"" (41.923343)","-87' 46' 17.08"" (-87.771411)",2342 N MENARD AVE,XXXX,33.83,,29.0,,,,11.75,,13.64,,,,13.6,,36.0,,6104c4c3f8892d9346eb46c0
469795,CHICAGO,CHPH30746_SCU-469795_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,35.25,,,,,,12.5,,9.54,,9.0,,25.69,,,,6104cd96f8892d9346eb472b
469796,CHICAGO,CH2216BA_71LAB_Elevation_As_Built.pdf,COMED,"41' 55' 22.12"" (41.922812)","-87 45' 2.38"" (-87.75066)",4950 W BELDEN AVE,XXXX,39.25,,39.0,,,,11.75,,13.64,,,,13.6,,45.92,,6104bb63f8892d9346eb464c
469801,CHICAGO,CHPH30833_SCU-469801_NAT_Reviewed_Redlines-Node.pdf,COMED,"41' 54' 49.43"" (41.913731)","-87 45' 45.05"" (-87.762514)",1822 N LOTUS AVE,XXXX,34.0,,34.58,,30.0,,13.75,,11.53,,,,24.44,,,,6104bba9f8892d9346eb4650
469808,CHICAGO CITY,CH1348BA_41LAB_Elevation_As_Built_NAT_Redline.pdf,XXXX,9999,9999,XXXX,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104af35f8892d9346eb45b0
469814,CHICAGO,CHPH30849_Elevation_Redlines.pdf,COMED,41.908036,-87.761530,1515 N LOTUS AVE,XXXX,38.5,,38.79,,,,12.58,,10.35,,,,11.85,,45.0,,6104d02cf8892d9346eb474e
469826,CHICAGO CITY,CHPH30916_SCU-469826_Redlines-Node.pdf,XXXX,"41' 54' 24.84"" N (41.906901)","87' 40' 02.77"" W (-87.667437)",1361 N. ASHLAND AVE.,XXXX,34.5,,,,,,,,,,,,29.0,,,,6104d20cf8892d9346eb4765
469835,CHICAGO,CHPH31120_SCU-469835_Redline-Node.pdf,COMED,"41' 51' 28.04"" (41.857788)","-87 39' 38.54"" (-87.660705)",1347 W 18TH ST,XXXX,35.08,,,,33.67,,,,,,,,17.67,,41.67,,6104b2a7f8892d9346eb45da
469835,CHICAGO,CHPH31120_SCU-469835_NAT_Reviewed_Redline-Node.pdf,COMED,"41' 51' 28.04"" (41.857788)","-87 39' 38.54"" (-87.660705)",1347 W 18TH ST,XXXX,35.08,,,,33.67,,,,,,,,17.67,,41.67,,6104cdbcf8892d9346eb472d
469856,CHICAGO,CHPH31163_469856_NAT_Reviewed_Redline-Node.pdf,COMED,"41' 50' 46.67"" (41.846298)","-87 43' 21.87"" (-87.722741)",3912 W 25TH ST.,XXXX,34.0,,31.5,,,,11.75,,9.53,,,,24.27,,,,6104cac0f8892d9346eb4707
469864,CHICAGO CITY,CHPH30785_SCU-469864_Redlines-Node.pdf,XXXX,"41' 55' 14.98"" N (41.920828)","87' 41' 37.71"" W (-87.693807)",2203 N. MILWAUKEE AVE.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104c05af8892d9346eb468a
469865,CHICAGO,CHPH30788_469865_NAT_Redlined_As-Built.pdf,COMED,9999,9999,XXXX,XXXX,38.5,,38.42,,,,15.88,,17.81,,,,17.73,,44.5,,6104bd6ff8892d9346eb4664
469866,CHICAGO,CH2262BA_21LAB_Elevation_As_Built.pdf,COMED,41.916111,-87.678126,2013 W CORTLAND ST,XXXX,40.79,,43.25,,,,18.62,,16.4,,,,17.9,,49.5,,6104d174f8892d9346eb475e
469870,CHICAGO,CHPH31133_469870_NAT_Redlined_As-Built.pdf,COMED,"41' 51' 25.64"" (41.857122)","-87 40' 55.46"" (-87.682073)",1813 S OAKLEY AVE,XXXX,33.79,,33.5,,,,12.83,,10.61,,,,12.1,,40.5,,6104d417f8892d9346eb4780
469874,CHICAGO CITY,CHPH31147_SCU-469874_NAT_Redlined_As-Built.pdf,XXXX,"41' 50' 38.79"" N (41.844107)","87º 41' 42.33"" W (-87.695091)",2638 S. CALIFORNIA AVE.,XXXX,34.5,,,,,,23.5,,,,,,29.0,,,,6104b857f8892d9346eb4628
469875,CHICAGO CITY,CHPH31148_SCU-469875_Redline-Node.pdf,XXXX,"41' 50' 52.69"" N (41.847970)","87º 41' 42.60"" W (-87.695167)",2403 S. CALIFORNIA BLVD.,XXXX,34.5,,,,,,23.5,,,,,,29.0,,,,6104db73f8892d9346eb47d8
469876,CHICAGO,CHPH31150_CH2223BA_81LAB_NAT_Redlined_As-Built.pdf,COMED,"41' 50' 50.70"" (41.847417)","-87 41' 32.65"" (-87.692404)",2649 W LUTHER ST,XXXX,34.88,,,,,,11.75,,13.64,,,,13.6,,41.83,,6104b8bbf8892d9346eb462d
469882,CHICAGO/COOK COUNTY,CH1413BA_31LAB_Elevation_NAT_Reviewed_As_Built.pdf,COMED,41.981497,-87.689956,2414 W CATALPA AVE,XXXX,33.88,,34.5,,,,12.5,,10.48,,,,11.77,,40.5,,6104d5b0f8892d9346eb4793
469920,CHICAGO,CHPH31180_SCU-469920_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,38.25,,37.92,,,,11.58,,13.52,,,,13.44,,44.17,,6104c529f8892d9346eb46c5
469922,CHICAGO,CHPH31182_469922_NAT_Redlined_As-Built.pdf,COMED,41.881562,-87.696593,14 N CALIFORNIA AVE,XXXX,33.58,,33.54,,,,10.17,,12.1,,,,12.02,,39.67,,6104b13cf8892d9346eb45c9
469923,CHICAGO,CHPH31183_SCU-469923_NAT_Redlined_As-Built.pdf,COMED,41.880729,-87.698608,9 S FRANCISCO AVE,XXXX,33.38,,,,,,15.29,,14.08,,,,23.54,,,,6104ce51f8892d9346eb4735
469924,CHICAGO,CHPH31184_469924_NAT_Reviewed_Redline-Node.pdf,COMED,"41' 52' 45.03"" (41.879174)","-87 42' 5.17"" (-87.701437)",116 S SACRAMENTO BLVD,XXXX,39.88,,38.83,,25.58,,11.75,,13.64,,,,17.85,,45.92,,6104c119f8892d9346eb4693
469926,CHICAGO,CHPH31186_SCU-469926_NAT_Redlined_As-Built.pdf,COMED,9999,9999,XXXX,XXXX,,,,,,,16.5,,14.29,,,,24.27,,,,6104d0adf8892d9346eb4754
469927,CHICAGO,CHPH31187_SCU-469927_NAT_Redlined_As-Built.pdf,COMED,"41' 52' 56.93"" (41.882480)","-87 41' 38.84"" (-87.694121)",46 N WASHTENAW AVE,XXXX,32.83,,,,23.33,,11.42,,13.3,,,,13.27,,38.92,,6104b69cf8892d9346eb4612
469945,CHICAGO CITY,CHPH31223_SCU-469945_Redline-Node.pdf,XXXX,"41' 51' 33.33"" N (41.859259)","87º 43' 29.51"" W (-87.724863)",1549 S. PULASKI RD.,XXXX,34.5,,,,,,23.5,,,,,,29.71,,,,6104c8e5f8892d9346eb46f2
469947,CHICAGO CITY,CHPH31228_469947_Elevation_NAT_Redlined_As-Built.pdf,XXXX,"41' 50' 39.45"" N (41.844291)","87º 43' 36.64"" W (-87.726845)",4058 W. 26TH ST.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104cdcff8892d9346eb472e
469949,CHICAGO,CHPH31231_Elevation_Redlines_NAT_Redline.pdf,COMED,9999,9999,XXXX,XXXX,34.0,,,,,,11.67,,10.2,,,,11.67,,40.5,,6104bb80f8892d9346eb464e
469951,CHICAGO,CHPH31235_SCU-469951_Redlines-Node.pdf,COMED,"41' 52' 44.13"" (41.878926)","-87 43' 30.20"" (-87.725055)",3948 W WILCOX ST,XXXX,38.67,,,,,,17.75,,19.64,,,,19.6,,43.17,,6104d662f8892d9346eb479b
469954,CHICAGO CITY,CHPH31239_SCU-469954_Redlines-Node.pdf,XXXX,"41' 52' 41.48"" N (41.878190)","87' 44' 07.07"" W (-87.735299)",147 S. KOSTNER AVE.,XXXX,34.5,,,,,,23.5,,,,,,,,,,6104b78ef8892d9346eb461e
469958,CHICAGO CITY,CHPH31245_SCU-469958_Redlines-Node.pdf,XXXX,"41' 52' 38.15"" N (41.877263)","87º 43' 14.80"" W (-87.720777)",224 S. HAMLIN BLVD.,XXXX,34.5,,,,,,23.5,,,,,,28.0,,,,6104b290f8892d9346eb45d9
469959,CHICAGO CITY,CHPH31246_SCU-469959_Redlines-Node.pdf,XXXX,9999,9999,XXXX,XXXX,34.5,,,,,,23.5,,,,,,,,,,6104c313f8892d9346eb46ab
469961,CHICAGO,CHPH31248_SCU-469961_Redlines-Node.pdf,COMED,41.881366,-87.730373,19 N KEELER AVE,XXXX,34.0,,34.17,,,,12.08,,9.9,,,,24.44,,,,6104c2d2f8892d9346eb46a8
469969,CHICAGO CITY,CH2224BA_51LAB_Elevation_As_Built.pdf,XXXX,"41' 51' 06.18"" N (41.851716)","87º 42' 11.76"" W (-87.703267)",3109 W. CERMAK RD.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104d9caf8892d9346eb47c5
469970,CHICAGO,CHPH31268_SCU-469970_Redline-Node.pdf,COMED,"41' 50' 25.44"" (41.840400)","-87 43' 47.59"" (-87.729885)",4213 W 28TH ST,XXXX,34.0,,34.0,,29.42,,10.0,,12.62,,,,23.85,,25.42,,6104c92cf8892d9346eb46f5
469971,CHICAGO,CHPH31301_Node_Elevation_As-Built.pdf,COMED,41.903132,-87.723662,1215 N SPRINGFIELD AVE,XXXX,,,,,,,12.75,,10.56,,,,12.02,,41.0,,6104c7c5f8892d9346eb46e4
469972,CHICAGO CITY,CHPH30151_SCU-469972_NAT_Reviewed_Redline-Node.pdf,XXXX,"41' 58' 39.30"" N (41.977584)","87º 41' 32.68"" W (-87.692411)",5290 N. LINCOLN AVE.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104d649f8892d9346eb479a
469973,CHICAGO CITY,CH2205BA_31LAB_Elevation_NAT_Reviewed_As_Built.pdf,XXXX,"41' 57' 39.96"" N (41.961100)","87 43' 15.24"" W (-87.720899)",3706 W. MONTROSE AVE.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104bf1bf8892d9346eb467b
469988,CHICAGO CITY,CHPH31244_SCU-469988_Redlines-Node.pdf,XXXX,"41' 52' 44.52"" N (41.879033)","87º 43' 15.00"" W (-87.720833)",3800 W. WILCOX ST.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104b258f8892d9346eb45d6
469993,CHICAGO,CHPH30689_SCU-469993_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,33.5,,,,,,10.08,,12.02,,,,11.94,,40.0,,6104d30df8892d9346eb4772
469994,CHICAGO,CH2266BA_71LAB_Elevation_As_Built.pdf,COMED,41.935390,-87.714435,2953 N GRESHAM AVE,XXXX,34.58,,,,,,10.92,,12.85,,,,12.77,,40.5,,6104cda6f8892d9346eb472c
469995,CHICAGO CITY,CH2266BA_81LAB_Elevation_As_Built.pdf,XXXX,"41' 55' 59.98"" N (41.933328)","87º 42' 51.29"" W (-87.714246)",2865 N. MILWAUKEE AVE.,XXXX,34.5,,,,,,23.5,,,,,,32.25,,,,6104b73cf8892d9346eb461a
469999,CHICAGO,NAT_Approved_Asbuilt.pdf,COMED,41.931025,-87.705585,2727 N TROY ST,XXXX,36.25,,34.29,,,,10.58,,12.52,,,,12.44,,40.5,,6104d4d4f8892d9346eb4789
469999,CHICAGO,CHPH30696_SCU-469999_Redlines-Node.pdf,COMED,41.931025,-87.705585,2727 N TROY ST,XXXX,36.25,,34.29,,,,10.58,,12.52,,,,12.44,,40.5,,6104c797f8892d9346eb46e2
470005,CHICAGO CITY,CHPH30704_SCU-470005_Redlines-Node.pdf,XXXX,"41' 56' 00.58"" N (41.933494)","87º 42' 09.51"" W (-87.702642)",2852 N. SACRAMENTO AVE.,XXXX,34.5,,,,,,23.5,,,,,,29.0,,,,6104afa8f8892d9346eb45b5
470010,CHICAGO,CHPH30710_SCU-470010_Redline-Node.pdf,COMED,41.938726,-87.694748,3133 N WASHTENAW AVE,XXXX,48.54,,38.71,,,,9.75,,11.69,,,,11.6,,44.92,,6104bbf8f8892d9346eb4654
470022,CHICAGO CITY,CHPH30733_SCU-470022_Redlines-Node.pdf,XXXX,"41' 55' 25.22"" N (41.923672)","87º 46' 32.19"" W (-87.775608)",5959 W. FULLERTON AVE.,XXXX,34.5,,,,,,23.5,,,,,,28.0,,,,6104c94ef8892d9346eb46f7
470024,XXXX,CHPH30735_SCU-470024_NAT_Redlined_As-Built.pdf,COMED,9999,-87.773056,2415 N MARMORA AVE,XXXX,34.17,,34.75,,,,10.5,,12.44,,7.25,,12.35,,41.0,,6104c13af8892d9346eb4695
470027,CHICAGO CITY,CHPH30752_470027_Elevation_NAT_Reviewed_As-Built.pdf,XXXX,"41' 55' 26.42"" N (41.924004)","87º 44' 11.91"" W (-87.736641)",4407 W. FULLERTON AVE.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104c6baf8892d9346eb46da
470028,CHICAGO CITY,CHPH30753_SCU-470028_Redline-Node_-_NAT_Approved_As_Built.pdf,XXXX,"41' 55' 28.56"" N (41.924600)","87º 43' 27.84"" W (-87.724399)",2400 N. SPRINGFIELD AVE.,XXXX,34.5,,,,,,23.5,,,,,,29.0,,,,6104d0e7f8892d9346eb4758
470031,CHICAGO,CHPH30756_SCU-470031_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,34.0,,34.29,,,,12.83,,10.65,,,,24.23,,,,6104ae63f8892d9346eb45a6
470032,CHICAGO,CHPH30757_SCU-470032_Redlines-Node.pdf,COMED,41.920918,-87.732192,2207 N TRIPP AVE,XXXX,33.25,,32.25,,,,9.75,,11.69,,,,11.6,,39.33,,6104c651f8892d9346eb46d5
470034,CHICAGO CITY,CHPH30760_SCU-470034_Redlines-Node_-_NAT_Approved_As_Built.pdf,XXXX,"41' 55' 28.77"" N (41.924659)","87º 43' 10.23"" W (-87.719507)",3700 W. FULLERTON AVE.,XXXX,34.5,,,,,,23.5,,,,,,29.0,,,,6104c995f8892d9346eb46f9
470037,CHICAGO CITY,CHPH30779_SCU-470037_Redline-Node.pdf,XXXX,"41' 55' 08.18"" N (41.918938)","87º 41' 14.32"" W (-87.687312)",2067 N. WESTERN AVE.,XXXX,34.5,,,,,,23.5,,,,,,39.25,,,,6104c4d2f8892d9346eb46c1
470045,BERWYN,CHPH31026_Elevation_Redlines.pdf,COMED,9999,9999,XXXX,XXXX,32.83,,33.17,,,,10.5,,12.44,,,,12.35,,39.33,,6104b5a1f8892d9346eb4604
470057,CHICAGO,CHPH30135_SCU-470057_NAT_Reviewed_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,33.58,,33.75,,,,10.5,,12.44,,,,12.35,,40.0,,6104b3faf8892d9346eb45eb
470064,CHICAGO CITY,CHPH30476_SCU-470064_NAT_Reviewed_Redline-Node.pdf,XXXX,"41' 57' 00.22"" N (41.950060)","87º 41' 17.56"" W (-87.688211)",3737 N. WESTERN AVE.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104d9a1f8892d9346eb47c3
470068,CHICAGO,CHPH30577_SCU-470068_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,,,,,,,12.25,,10.06,,,,24.44,,,,6104c5edf8892d9346eb46cf
470071,CHICAGO CITY,CHPH30165_470071_Elevation_NAT_Reviewed_As_Built.pdf,XXXX,"41' 58' 47.79"" N (41.979942)","87º 40' 06.16"" W (-87.668378)",5400 N. CLARK ST.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104cf32f8892d9346eb4740
470079,CHICAGO,CHPH32370_SCU-470079_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,31.21,,29.0,,,,13.75,,11.53,,,,13.02,,40.5,,6104c9f7f8892d9346eb46fd
470080,CHICAGO,CHPH32393_SCU-470080_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,28.83,,29.0,,,,13.75,,11.53,,,,13.02,,,,6104d93af8892d9346eb47be
470084,CHICAGO,CHPH32404_SCU-470084_Redline-Node_-_NAT_Approved_As_Built.pdf,COMED,9999,9999,XXXX,XXXX,32.42,,31.92,,,,11.08,,10.15,,,,12.67,,38.92,,6104cb93f8892d9346eb4711
470087,CHICAGO,CHPH32412_SCU-470087_Redlines-Node.pdf,COMED,"41' 46' 28.74"" (41.774650)","-87' 43' 4.66"" (-87.717961)",6512 S HAMLIN AVE,XXXX,34.96,,,,,,13.25,,11.03,,8.42,,12.52,,41.83,,6104bc1cf8892d9346eb4656
470089,CHICAGO CITY,CHPH32417_470089_Redlines-Node.pdf,XXXX,"41' 46' 25.89"" N (41.773859)","87' 41' 00.10"" W (-87.683360)",6659 S. WESTERN AVE.,XXXX,34.5,,,,,,23.5,,,,,,,,,,6104b6aef8892d9346eb4613
470091,CHICAGO CITY,CHPH32419_SCU-470091_Redlines-Node.pdf,XXXX,"41' 46' 19.16"" N (41.771989)","87º 41' 09.63"" W (-87.686009)",2500 W. MARQUETTE RD.,XXXX,34.5,,,,,,23.5,,,,,,,,,,6104da4df8892d9346eb47ca
470092,CHICAGO,CHPH32420_SCU-470092_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,33.88,,,,24.17,,11.67,,10.2,,,,11.67,,36.0,,6104c551f8892d9346eb46c7
470100,CHICAGO CITY,CHPH32514_SCU-470100_Redline-Node.pdf,XXXX,"41' 46' 20.27"" N (41.772298)","87º 39' 37.87"" W (-87.660519)",1432 W. MARQUETTE RD.,XXXX,,,,,,,23.5,,,,,,29.0,,,,6104ba1df8892d9346eb463d
470112,CHICAGO,CH1371BA_51LAB_Elevation_As_Built_NAT_Redline.pdf,COMED,9999,9999,362 E 74TH ST,XXXX,33.88,,33.75,,24.58,,10.75,,12.64,,,,12.1,,40.25,,6104d91af8892d9346eb47bc
470115,CHICAGO,CHPH32030_SCU-470115_Redline-Node.pdf,COMED,"41' 45' 56.27"" (41.765631)","-87 36' 48.31"" (-87.613418)",447 E 71ST ST,XXXX,34.25,,34.58,,,,2.25,,6.58,,,,15.92,,40.75,,6104b503f8892d9346eb45fc
470116,CHICAGO CITY,CHPH32029_470116_Redline-Node.pdf,XXXX,"41' 46' 02.74"" N (41.767429)","87' 36' 55.40"" W (-87.615389)",7002 S. MARTIN L KING JR DR.,XXXX,34.5,,,,,,23.5,,,,,,29.0,,,,6104aeaef8892d9346eb45aa
470125,CHICAGO,CHPH32347_Elevation_As_Built.pdf,COMED,9999,9999,XXXX,XXXX,33.0,,33.33,,22.75,,10.83,,9.53,,,,10.77,,39.5,,6104c3d4f8892d9346eb46b5
470128,CHICAGO,CHPH32397_SCU-470128_Redline-Node.pdf,COMED,"41' 46' 9.85"" (41.769402)","-87 43' 18.98"" (-87.721940)",3947 W 68TH ST,XXXX,29.5,,,,,,13.75,,11.53,,,,13.02,,36.92,,6104c10af8892d9346eb4692
470129,CHICAGO,CHPH32399_470129_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,,,,,,,13.75,,11.53,,,,23.44,,,,6104c8c0f8892d9346eb46f0
470130,CHICAGO,CHPH32400_SCU-470130_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,38.5,,35.83,,,,13.75,,11.53,,8.33,,,,,,6104cc49f8892d9346eb471a
470130,CHICAGO,CHPH32400_SCU-470130_NAT_Reviewed_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,38.5,,35.83,,,,13.75,,11.53,,8.33,,,,,,6104dbbef8892d9346eb47da
470133,CHICAGO,CHPH32410_SCU-470133_Redlines-Node.pdf,COMED,"41' 46' 37.89"" (41.777190)","-87 43' 41.47"" (-87.728186)",6347 S TRIPP AVE,XXXX,31.71,,32.21,,,,13.75,,11.0,,,,13.02,,38.33,,6104d2fef8892d9346eb4771
470134,CHICAGO,CHPH32421_470134_Redline-Node_NAT_Redline.pdf,COMED,"41' 46' 11.95"" (41.769985)","-87 41' 6.72"" (-87.685200)",2447 W 68TH ST,XXXX,34.04,,34.25,,,,11.33,,9.57,,,,12.17,,40.75,,6104c398f8892d9346eb46b2
470142,CHICAGO,CHPH32374_Elevation_NAT_Reviewed_As_Built.pdf,COMED,"41' 48' 36.94"" (41.810260)","-87 41' 32.65"" (-87.692402)",2712 W 46TH ST,XXXX,33.75,,,,,,12.25,,10.03,,,,11.52,,39.83,,6104d31ef8892d9346eb4774
470143,CHICAGO,CHPH32375_470143_Elevation_As-Built_NAT_Redline.pdf,COMED,"41' 48' 35.75"" (41.809929)","-87 41' 41.60"" (-87.694889)",2813 W 46TH ST,XXXX,34.58,,34.75,,,,12.83,,11.36,,,,12.85,,41.0,,6104c93ff8892d9346eb46f6
470144,CHICAGO,CHPH32377_Elevation_NAT_Reviewed_As_Built.pdf,COMED,"41' 47' 51.72"" (41.797701)","-87 41' 31.39"" (-87.692052)",2746 W 53RD ST,XXXX,38.88,,39.08,,,,13.75,,11.53,,,,13.02,,45.33,,6104d896f8892d9346eb47b5
470148,CHICAGO,CHPH32382_Elevation_NAT_Redlined_As-Built.pdf,COMED,9999,9999,XXXX,XXXX,34.42,,35.08,,,,11.42,,9.53,,,,23.85,,,,6104af68f8892d9346eb45b2
470150,CHICAGO,CHPH32385_SCU-470150_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,,,32.5,,25.83,,13.75,,11.53,,,,13.02,,39.5,,6104d184f8892d9346eb475f
470151,CHICAGO,CHPH32386_470151_Redline-Node_NAT_Redline.pdf,COMED,"41' 47' 45.13"" (41.795869)","-87 42' 2.3"" (-87.700640)",5313 S ALBANY AVE,XXXX,33.33,,32.83,,,,11.75,,9.53,,,,11.02,,39.83,,6104d38cf8892d9346eb4779
